route_id,service_id,trip_id,trip_headsign,direction_id,shape_id,trip_short_name,wheelchair_accessible,bikes_allowed
4,TRAIN-E25-TRKPI-Dimanche-02,4083569-TRAIN-E25-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-E25-TRKPI-Fête-1-01,4083569-TRAIN-E25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,201,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083570-TRAIN-E25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-E25-TRKPI-Dimanche-02,4083570-TRAIN-E25-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-E25-TRKPI-Fête-1-01,4083570-TRAIN-E25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,203,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083571-TRAIN-E25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-E25-TRKPI-Dimanche-02,4083571-TRAIN-E25-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-E25-TRKPI-Fête-1-01,4083571-TRAIN-E25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,205,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083572-TRAIN-E25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-E25-TRKPI-Dimanche-02,4083572-TRAIN-E25-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-E25-TRKPI-Fête-1-01,4083572-TRAIN-E25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,207,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083573-TRAIN-E25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-E25-TRKPI-Dimanche-02,4083573-TRAIN-E25-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-E25-TRKPI-Fête-1-01,4083573-TRAIN-E25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,209,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083574-TRAIN-E25-TRKPI-Dimanche-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-E25-TRKPI-Dimanche-02,4083574-TRAIN-E25-TRKPI-Dimanche-02,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-E25-TRKPI-Fête-1-01,4083574-TRAIN-E25-TRKPI-Fête-1-01,Saint-Jérôme,1,40084,211,0,1
4,TRAIN-E25-TRKPI-Dimanche-01,4083575-TRAIN-E25-TRKPI-Dimanche-01,De la Concorde,0,40085,200,0,1
